start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739178029;5767720979;34.6121503106;39.8039728572;False;3;115574398;230572464;False;cheminement;trottoir;uni;footway;False;[2739178029;;5767720978;;2739178025;;2881349651;;2739178019;;2739178015;;5767720979];[(0.6840427;;47.4188547);;(0.6840223;;47.4188322);;(0.6840256;;47.4187987);;(0.684069;;47.4187203);;(0.6841055;;47.4186583);;(0.6841448;;47.4186117);;(0.6842073;;47.4185912)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5767720979;1035649514;1.5472006258;1.7792807197;False;3;115574399;230572464;False;cheminement;trottoir;uni;footway;False;[5767720979;;1035649514];[(0.6842073;;47.4185912);;(0.6842258;;47.4185852)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649514;2390632254;5.5473988513;6.379508679;False;3;115574400;230572464;False;cheminement;trottoir;uni;footway;False;[1035649514;;2390632254];[(0.6842258;;47.4185852);;(0.6842098;;47.4185365)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390632254;1421786282;8.2797087218;9.5216650301;False;3;115574401;230572464;False;cheminement;trottoir;uni;footway;False;[2390632254;;1421786282];[(0.6842098;;47.4185365);;(0.6841678;;47.4184677)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421786282;2739177986;30.0205588385;34.5236426642;False;3;115574402;230572464;False;cheminement;trottoir;uni;footway;False;[1421786282;;2739178003;;2739177999;;2739177990;;2739177988;;2739177986];[(0.6841678;;47.4184677);;(0.6840756;;47.4184662);;(0.6839983;;47.4184396);;(0.6839325;;47.4184169);;(0.6838779;;47.4184049);;(0.6838379;;47.4183519)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177986;2739177983;2.5987136044;2.988520645;False;3;115574403;230572464;False;cheminement;trottoir;uni;footway;False;[2739177986;;2739177983];[(0.6838379;;47.4183519);;(0.6838035;;47.418353)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177983;2739177992;13.444627545;15.4613216768;False;3;115574404;230572464;False;cheminement;trottoir;uni;footway;False;[2739177983;;7306345779;;7306345778;;2739177992];[(0.6838035;;47.418353);;(0.6837402;;47.4183653);;(0.6836966;;47.4183713);;(0.6836301;;47.4183804)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177992;2739177995;2.8786095998;3.3104010397;False;3;115574405;230572464;False;cheminement;trottoir;uni;footway;False;[2739177992;;2739177995];[(0.6836301;;47.4183804);;(0.6835927;;47.4183855)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177995;1035649245;33.7518326389;38.8146075347;False;3;115574406;230572464;False;cheminement;trottoir;uni;footway;False;[2739177995;;2739177997;;2881349615;;2739178001;;2739178013;;1035649245];[(0.6835927;;47.4183855);;(0.6835946;;47.4184266);;(0.6835773;;47.4184844);;(0.6835243;;47.4185633);;(0.6834581;;47.4186302);;(0.6834083;;47.4186431)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649245;2390641650;6.0431077384;6.9495738991;False;3;115574407;230572464;False;cheminement;trottoir;uni;footway;False;[1035649245;;2390641650];[(0.6834083;;47.4186431);;(0.683424;;47.4186964)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390641650;1035649408;5.5821143243;6.4194314729;False;3;115574408;230572464;False;cheminement;trottoir;uni;footway;False;[2390641650;;1035649408];[(0.683424;;47.4186964);;(0.6834345;;47.4187461)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390628296;483408942;12.1002563111;13.9152947577;False;3;115578134;268571742;False;;residential;False;[2390628296;;483408942];[(0.683471;;47.4172627);;(0.6833121;;47.4172773)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
